temperatura_atual,temperatura_maxima,temperatura_minima,umidade_relativa,pressao_atmosferica,velocidade_vento,direcao_vento,precipitacao_mm,visibilidade,cobertura_nuvens,indice_uv,sensacao_termica,ponto_orvalho,mes,estacao,hora_dia,tipo_residencia,ano_construcao,idade_imovel,valor_segurado,faixa_valor,material_construcao,cep_prefixo,regiao_metropolitana,risco_construcao,sinistro_ocorreu,coverage_type,data_sinistro,claim_probability,temperatura_diferencial,gradiente_pressao_24h,precipitacao_24h,precipitacao_7dias
11.8,11.9,5.2,82.2,1000.1,13.9,295.5,0.0,13854.0,26.7,0.1,13.3,8.2,4,outono,0,casa,2020,5,370098.03,medio,alvenaria,93604,False,0.4,0,granizo,2025-04-05T00:10:16.977143,0.12,6.7,5.3786610582565135,0.0,0.0
22.2,22.9,15.7,100.0,994.4,36.2,322.4,59.4,6494.0,100.0,4.6,20.9,22.2,10,primavera,22,sobrado,2020,5,234205.6,medio,madeira,09292,True,0.5,0,granizo,2024-10-27T22:10:16.977143,0.12,7.199999999999999,0.6735262004412688,173.45991679880706,1109.6985627506797
20.6,23.6,16.5,73.7,1013.9,18.7,350.3,62.1,7148.0,100.0,3.9,21.3,15.4,2,verao,4,sobrado,2002,23,128621.89,baixo,alvenaria,03428,True,0.8,0,granizo,2024-02-27T04:10:16.977143,0.08,7.100000000000001,-8.56442229681078,85.05615555184262,205.2044868456301
-0.3,4.4,-6.1,95.0,1018.4,11.1,156.3,0.0,11643.0,12.2,0.0,1.2,-1.3,7,inverno,22,casa,1999,26,336728.97,medio,mista,97924,False,0.6000000000000001,0,granizo,2023-07-29T22:10:16.977143,0.156,10.5,3.2267219772332476,0.0,0.0
44.6,45.5,37.7,86.8,988.3,55.5,84.5,25.5,14605.0,86.8,10.2,47.0,42.0,2,verao,12,casa,2013,12,396671.98,medio,alvenaria,82595,True,0.5,0,granizo,2023-02-06T12:10:16.977143,0.12,7.799999999999997,-1.056674948695902,66.88956412123345,180.59334692266404
15.6,17.2,9.3,90.0,1015.4,5.6,340.7,0.0,6933.0,29.5,1.9,16.8,13.6,4,outono,0,apartamento,1985,40,103898.71,baixo,madeira,09000,True,0.7,0,granizo,2024-04-14T00:10:16.977143,0.156,7.899999999999999,-3.3087225749450635,0.0,0.0
6.6,7.7,2.8,90.0,1022.6,13.3,40.1,0.0,11882.0,23.2,0.2,4.9,4.6,6,inverno,1,apartamento,2016,9,352379.47,medio,alvenaria,07662,True,0.30000000000000004,0,granizo,2024-06-06T01:10:16.977143,0.12,4.9,-5.956733747254782,0.0,0.0
44.2,47.5,41.6,67.7,982.8,48.4,186.9,42.1,13414.0,100.0,10.9,43.1,37.7,12,verao,15,apartamento,2003,22,240999.18,medio,alvenaria,45671,False,0.5,1,granizo,2022-12-03T15:10:16.977143,0.08,5.899999999999999,4.60985938814477,108.97653553425712,597.800540470545
20.0,21.8,18.4,100.0,979.2,61.6,242.8,32.8,12482.0,100.0,4.2,20.9,20.0,7,inverno,1,kitnet,1972,53,134492.46,baixo,alvenaria,03875,True,0.75,1,granizo,2025-07-28T01:10:16.977143,0.156,3.400000000000002,-5.4798673891481,93.87229555889101,521.0540253670657
40.4,45.2,37.6,40.0,1014.3,11.7,270.7,0.0,5979.0,47.7,8.6,42.6,28.4,1,verao,11,casa,1993,32,123950.14,baixo,alvenaria,06054,True,0.8,0,granizo,2025-01-31T11:10:16.977143,0.10400000000000001,7.600000000000001,-10.149409908178075,0.0,0.0
45.7,49.6,41.4,80.2,985.0,30.2,62.2,18.3,5231.0,64.5,12.0,48.2,41.8,5,outono,11,casa,2022,3,755929.9,alto,alvenaria,37977,False,0.30000000000000004,0,granizo,2023-05-26T11:10:16.977143,0.12,8.200000000000003,-5.640645059742513,32.32009346999448,179.39504672029042
35.5,40.5,31.7,52.2,1018.6,7.1,2.8,0.0,10934.0,11.5,8.6,36.0,26.0,2,verao,15,casa,2000,25,63253.01,baixo,alvenaria,23227,True,0.7,0,granizo,2024-02-23T15:10:16.977143,0.08,8.8,4.259126754190116,0.0,0.0
14.3,14.8,13.1,100.0,982.5,44.5,169.4,23.3,14143.0,76.9,2.4,12.5,14.3,8,inverno,4,sobrado,1993,32,313536.22,medio,alvenaria,03933,True,0.8,0,granizo,2025-08-15T04:10:16.977143,0.156,1.700000000000001,12.110173798169146,68.4057425780489,384.9828518959025
12.6,13.0,5.6,95.0,1008.7,30.0,266.5,58.3,6248.0,100.0,1.8,15.4,11.6,2,verao,23,apartamento,2004,21,98644.57,baixo,alvenaria,99747,False,0.6000000000000001,0,granizo,2024-02-26T23:10:16.977143,0.12,7.4,-8.402413055971357,92.5953200169167,448.2292168500356
34.3,35.5,30.6,100.0,996.4,31.8,157.4,89.9,11696.0,100.0,7.6,35.6,34.3,2,verao,6,casa,2008,17,647184.8,alto,alvenaria,62265,False,0.4,0,granizo,2025-02-13T06:10:16.977143,0.12,4.899999999999999,1.609408701682577,129.9370005655447,791.2633884495748
6.6,10.2,-0.5,70.1,1023.9,0.0,317.8,0.0,13422.0,40.6,0.5,5.8,0.7,6,inverno,2,apartamento,2004,21,317638.34,medio,alvenaria,09834,True,0.5,0,granizo,2024-06-08T02:10:16.977143,0.08,10.7,-1.9814075820686214,0.0,0.0
17.5,22.3,14.7,72.0,1014.4,0.5,17.1,12.7,14126.0,44.6,2.0,17.3,11.9,9,primavera,3,apartamento,2011,14,1917735.89,premium,alvenaria,04565,True,0.25,0,granizo,2024-09-14T03:10:16.977143,0.08,7.600000000000001,-3.5144563382384373,28.888246308129194,188.33768494685756
50.9,50.9,49.7,62.0,984.1,66.9,62.4,44.0,7397.0,100.0,12.0,50.1,43.3,9,primavera,12,casa,1982,43,235657.77,medio,mista,70358,True,0.7,1,granizo,2025-09-05T12:10:16.977143,0.10400000000000001,1.1999999999999957,-18.624233576728173,128.3197864826599,566.7682299088557
25.9,29.7,22.7,100.0,1002.9,68.3,266.9,56.5,7270.0,100.0,6.2,27.0,25.9,11,primavera,5,casa,2010,15,730335.16,alto,alvenaria,02416,True,0.4,0,granizo,2024-11-30T05:10:16.977143,0.12,7.0,5.311793280201902,82.80116656790597,523.9810140360113
4.6,9.5,2.3,93.5,1005.4,15.1,39.6,0.0,12070.0,30.5,0.0,3.9,3.3,6,inverno,0,apartamento,1988,37,130249.14,baixo,alvenaria,83273,False,0.7,0,granizo,2023-06-01T00:10:16.977143,0.156,7.2,-8.151909948479638,0.0,0.0
24.1,26.0,22.2,100.0,994.1,53.8,161.0,38.4,14839.0,100.0,4.8,25.2,24.1,11,primavera,22,casa,1975,50,67517.66,baixo,madeira,99200,False,0.8,0,granizo,2024-11-18T22:10:16.977143,0.156,3.8000000000000007,-2.2038608835161044,75.15604457684012,204.29706978932242
37.5,40.8,32.6,100.0,1002.6,41.0,80.6,32.1,14038.0,100.0,8.5,39.3,37.5,12,verao,7,casa,1988,37,301930.18,medio,madeira,32061,True,0.7,1,granizo,2024-12-21T07:10:16.977143,0.156,8.199999999999996,9.467198064123465,81.60735268217181,478.0768793258863
23.8,26.6,17.4,100.0,991.4,61.9,109.3,31.2,6386.0,91.0,5.2,24.4,23.8,2,verao,8,sobrado,2008,17,557757.94,alto,madeira,82125,True,0.5,1,granizo,2025-02-08T08:10:16.977143,0.12,9.200000000000003,-5.428098012784469,83.27283068051388,549.051569736924
36.8,37.3,30.4,100.0,998.7,69.8,354.6,20.7,11985.0,72.9,8.4,36.4,36.8,1,verao,23,sobrado,1989,36,53044.89,baixo,alvenaria,27642,True,0.8999999999999999,1,granizo,2023-01-13T23:10:16.977143,0.156,6.899999999999999,1.5030200669275091,34.819995172987916,136.84741606969305
21.9,25.2,17.2,80.0,1014.7,15.2,81.2,44.1,5772.0,100.0,3.3,20.4,17.9,5,outono,6,casa,2023,2,750297.83,alto,alvenaria,69225,False,0.30000000000000004,0,granizo,2023-05-05T06:10:16.977143,0.12,8.0,12.146762665824328,131.1935161150819,478.9984070930327
31.8,31.9,25.7,76.1,1019.0,2.6,31.8,0.0,8586.0,38.2,6.4,34.7,27.0,2,verao,16,casa,2013,12,300959.93,medio,madeira,24155,True,0.5,0,granizo,2025-02-13T16:10:16.977143,0.08,6.199999999999999,-10.853875593879922,0.0,0.0
30.1,32.2,26.7,57.7,1024.2,2.0,348.0,0.0,9349.0,32.4,6.9,28.2,21.6,3,outono,13,casa,2010,15,515072.24,alto,alvenaria,07433,True,0.4,0,granizo,2024-03-09T13:10:16.977143,0.08,5.5000000000000036,13.696707706817424,0.0,0.0
23.4,25.0,19.9,100.0,1001.3,69.3,134.0,26.1,10751.0,67.6,3.6,24.5,23.4,1,verao,3,casa,2001,24,65190.95,baixo,alvenaria,82813,True,0.7,0,granizo,2024-01-15T03:10:16.977143,0.12,5.100000000000001,-10.063467524761798,49.30723143899682,169.69371066878577
23.7,25.1,23.4,96.0,986.7,48.6,15.1,37.0,8002.0,91.4,4.9,26.2,22.9,6,inverno,22,casa,1976,49,118883.45,baixo,alvenaria,39952,False,0.8,1,granizo,2023-06-25T22:10:16.977143,0.156,1.7000000000000028,5.766324063122662,72.13133033339298,222.2645974485641
18.0,18.3,12.3,100.0,992.7,66.6,257.0,54.9,14605.0,100.0,2.2,17.1,18.0,1,verao,19,casa,1988,37,128935.41,baixo,alvenaria,83783,False,0.8,1,granizo,2025-01-18T19:10:16.977143,0.156,6.0,3.7996747206647994,95.89451851148937,407.1110554240685
27.9,27.9,25.1,63.3,1010.7,0.0,128.4,0.0,14826.0,22.5,5.7,28.0,20.5,5,outono,11,casa,2020,5,333722.16,medio,mista,90403,True,0.4,1,granizo,2025-05-25T11:10:16.977143,0.08,2.799999999999997,-1.9454946124620724,0.0,0.0
40.7,44.2,38.7,60.3,995.5,39.2,162.6,40.2,7339.0,100.0,9.5,38.8,32.7,10,primavera,14,apartamento,2020,5,381754.01,medio,alvenaria,05042,True,0.30000000000000004,1,granizo,2025-10-06T14:10:16.977143,0.08,5.5,-8.799496008514271,51.06660691565711,228.71031419870008
37.0,41.3,32.5,87.5,1001.0,61.7,67.7,59.6,10017.0,100.0,9.4,40.0,34.5,1,verao,8,casa,1972,53,136319.17,baixo,alvenaria,84290,False,0.8,0,granizo,2024-01-26T08:10:16.977143,0.156,8.799999999999997,-4.004629663085501,75.84887508748614,183.83030423448753
24.3,25.4,19.2,61.6,1019.1,4.7,41.3,0.0,5068.0,10.7,4.4,27.2,16.6,3,outono,7,casa,1976,49,368969.79,medio,alvenaria,25507,True,0.7,0,granizo,2025-03-25T07:10:16.977143,0.10400000000000001,6.199999999999999,-4.1093227385368145,0.0,0.0
49.4,49.9,43.6,71.8,997.8,48.5,40.8,38.4,14941.0,100.0,12.0,51.5,43.7,9,primavera,14,apartamento,1981,44,112374.85,baixo,alvenaria,02130,True,0.7,1,granizo,2024-09-23T14:10:16.977143,0.10400000000000001,6.299999999999997,5.593026012704728,61.0081098203695,189.2122220815356
28.4,28.7,24.0,52.7,1019.4,0.0,33.7,13.4,9048.0,66.0,6.6,31.2,19.0,5,outono,9,apartamento,1999,26,737140.68,alto,alvenaria,02215,True,0.4,0,granizo,2023-05-01T09:10:16.977143,0.10400000000000001,4.699999999999999,4.2051371704259735,37.66153643618991,154.29681897305227
19.0,19.8,18.5,90.0,1023.7,0.2,62.2,0.0,11336.0,14.4,2.6,17.9,17.0,2,verao,23,apartamento,2014,11,458840.02,alto,alvenaria,04298,True,0.30000000000000004,0,granizo,2024-02-18T23:10:16.977143,0.12,1.3000000000000007,-3.5181894639368725,0.0,0.0
22.5,24.1,17.5,41.4,1018.5,7.3,117.7,0.0,7160.0,20.9,4.0,23.4,10.8,7,inverno,9,sobrado,1989,36,131507.8,baixo,madeira,03472,True,0.8999999999999999,0,granizo,2023-07-04T09:10:16.977143,0.10400000000000001,6.600000000000001,8.144468817433536,0.0,0.0
36.8,40.9,36.3,68.4,1018.7,11.0,54.6,0.0,6825.0,43.6,7.8,35.4,30.5,1,verao,10,apartamento,2013,12,1620611.22,premium,alvenaria,01894,True,0.25,0,granizo,2025-01-20T10:10:16.977143,0.08,4.600000000000001,0.213267507980619,0.0,0.0
29.6,32.0,27.4,65.2,1009.8,4.1,51.2,0.0,12801.0,45.5,5.8,27.9,22.6,12,verao,9,apartamento,1994,31,56710.23,baixo,alvenaria,83849,False,0.7,0,granizo,2022-12-04T09:10:16.977143,0.10400000000000001,4.600000000000001,-11.641699701076933,0.0,0.0
8.3,9.1,5.4,74.0,1006.5,25.4,43.2,0.0,9438.0,21.7,0.0,8.7,3.1,7,inverno,19,apartamento,1989,36,156831.0,medio,mista,09175,True,0.6000000000000001,0,granizo,2023-07-06T19:10:16.977143,0.10400000000000001,3.6999999999999993,-5.841602371338965,0.0,0.0
15.6,19.9,8.7,48.3,1006.9,10.8,27.7,0.0,11620.0,17.2,2.2,14.6,5.2,8,inverno,8,casa,2003,22,353621.27,medio,alvenaria,07593,True,0.6000000000000001,0,granizo,2025-08-03T08:10:16.977143,0.08,11.2,9.863562794298824,0.0,0.0
34.2,36.8,29.7,50.0,1013.0,9.1,54.6,0.0,7826.0,48.0,8.5,33.0,24.2,12,verao,12,casa,1992,33,132537.49,baixo,alvenaria,80624,True,0.8,0,granizo,2023-12-03T12:10:16.977143,0.10400000000000001,7.099999999999998,26.53494105544794,0.0,0.0
26.3,26.7,21.6,40.0,1011.4,12.0,162.3,0.0,5996.0,22.7,6.0,25.6,14.3,8,inverno,15,casa,2022,3,889436.69,premium,alvenaria,34853,False,0.25,0,granizo,2025-08-15T15:10:16.977143,0.08,5.099999999999998,-17.352064525786563,0.0,0.0
17.7,20.3,16.6,90.0,1007.2,1.4,10.6,0.0,9358.0,46.0,2.5,18.3,15.7,9,primavera,4,casa,2009,16,178647.6,medio,madeira,05489,True,0.5,0,granizo,2023-09-03T04:10:16.977143,0.12,3.6999999999999993,-2.818870255699471,0.0,0.0
47.0,50.2,40.3,81.1,997.4,44.9,2.2,28.9,10440.0,85.1,11.2,48.7,43.3,2,verao,13,sobrado,1986,39,50678.92,baixo,alvenaria,06644,True,0.8999999999999999,1,granizo,2023-02-06T13:10:16.977143,0.156,9.900000000000006,1.305606473497721,78.58768826582212,461.99184743691245
41.8,45.6,40.4,65.9,994.4,40.7,33.5,40.3,6816.0,96.8,10.9,40.7,35.0,3,outono,11,apartamento,1988,37,65196.28,baixo,alvenaria,06554,True,0.7,0,granizo,2023-03-21T11:10:16.977143,0.10400000000000001,5.200000000000003,2.3602758705014164,101.95757401522395,246.65148448114965
26.8,30.0,23.8,80.0,1019.7,8.0,309.1,0.0,8709.0,10.9,6.5,29.2,22.8,12,verao,2,casa,2015,10,240162.35,medio,alvenaria,38133,False,0.4,0,granizo,2022-12-09T02:10:16.977143,0.12,6.199999999999999,4.824436549308986,0.0,0.0
22.9,26.5,15.2,84.0,1013.7,11.3,313.6,0.0,8792.0,18.9,5.0,23.4,19.7,4,outono,16,casa,1980,45,52918.67,baixo,alvenaria,01060,True,0.8,0,granizo,2023-04-28T16:10:16.977143,0.156,11.3,4.230435159553507,0.0,0.0
27.5,32.1,20.5,83.9,976.7,45.3,268.3,42.7,10044.0,100.0,5.7,27.2,24.3,5,outono,16,kitnet,2020,5,775524.7,alto,alvenaria,82334,True,0.25,1,granizo,2024-05-23T16:10:16.977143,0.12,11.600000000000001,0.13453831304525288,63.72811052864056,273.6793833765302
34.4,34.7,29.7,55.0,1012.1,6.4,189.2,0.0,12778.0,32.0,7.2,34.9,25.4,3,outono,10,casa,1983,42,139557.34,baixo,alvenaria,34516,False,0.8,0,granizo,2025-03-02T10:10:16.977143,0.10400000000000001,5.0000000000000036,-2.9128688170429577,0.0,0.0
26.9,28.0,23.7,100.0,998.2,56.5,166.7,38.8,8010.0,100.0,4.7,29.5,26.9,2,verao,19,sobrado,1988,37,356783.22,medio,madeira,09011,True,0.8,1,granizo,2024-02-22T19:10:16.977143,0.156,4.300000000000001,2.0748719121288683,72.5150981838893,415.9996723426971
18.4,18.8,13.1,100.0,998.9,39.6,106.6,37.3,7851.0,91.8,3.2,18.6,18.4,6,inverno,17,casa,2000,25,209872.43,medio,alvenaria,06824,True,0.6000000000000001,1,granizo,2025-06-16T17:10:16.977143,0.12,5.700000000000001,-7.939594018741812,65.89041324621415,184.2932931298911
44.7,45.7,40.2,69.9,993.1,55.6,155.3,37.8,6067.0,87.0,10.1,45.8,38.7,11,primavera,16,apartamento,1981,44,59645.93,baixo,alvenaria,72404,True,0.7,1,granizo,2024-11-09T16:10:16.977143,0.10400000000000001,5.5,12.698973302739242,87.08223566904446,348.98904031850776
5.8,9.2,-0.0,90.0,1008.6,12.2,219.6,16.1,14272.0,61.1,0.0,8.2,3.8,7,inverno,4,apartamento,2004,21,297731.22,medio,alvenaria,01545,True,0.5,0,granizo,2023-07-28T04:10:16.977143,0.12,9.2,-6.361303813389616,48.17651443836912,261.59608361341236
7.7,10.4,6.7,100.0,1000.3,46.6,182.8,28.1,14382.0,99.0,0.5,8.4,7.7,7,inverno,19,casa,2008,17,349492.29,medio,alvenaria,83607,False,0.5,0,granizo,2024-07-03T19:10:16.977143,0.12,3.7,-24.01810319877836,81.19556755205052,165.52211985933923
22.3,22.5,18.8,67.9,1017.3,0.0,333.3,0.0,5952.0,32.1,5.0,22.9,15.9,5,outono,23,casa,1974,51,95867.31,baixo,alvenaria,26803,True,0.8,0,granizo,2024-05-28T23:10:16.977143,0.10400000000000001,3.6999999999999993,-8.272451779618049,0.0,0.0
18.4,20.5,15.1,100.0,993.6,68.0,341.2,41.1,13806.0,100.0,2.3,21.0,18.4,7,inverno,22,sobrado,2009,16,144649.87,baixo,alvenaria,07247,True,0.7,0,granizo,2023-07-06T22:10:16.977143,0.12,5.4,11.397921513422395,91.37378948911366,553.2672565478811
13.7,16.8,12.0,89.4,1018.1,11.7,332.1,0.0,12206.0,10.9,2.2,14.5,11.6,2,verao,3,casa,1991,34,358179.71,medio,alvenaria,98567,False,0.7,0,granizo,2025-02-04T03:10:16.977143,0.156,4.800000000000001,-8.340732873933426,0.0,0.0
48.1,52.5,47.4,80.8,989.7,65.4,123.3,31.8,10948.0,100.0,12.0,46.8,44.3,3,outono,15,sobrado,1981,44,91331.94,baixo,madeira,79747,False,0.8999999999999999,0,granizo,2024-03-27T15:10:16.977143,0.156,5.100000000000001,-7.081097302871442,92.89247074042977,201.25121630451758
40.1,41.7,32.5,46.2,1017.8,9.5,133.1,0.0,5176.0,45.3,10.3,39.1,29.4,2,verao,13,apartamento,2004,21,146196.38,baixo,alvenaria,04357,True,0.6000000000000001,0,granizo,2024-02-03T13:10:16.977143,0.08,9.200000000000003,-0.42007589891177033,0.0,0.0
17.7,19.7,15.4,86.6,1018.4,10.7,317.9,0.0,6433.0,41.9,3.0,19.5,15.0,2,verao,7,casa,2020,5,1639221.94,premium,madeira,84437,False,0.25,0,granizo,2023-02-27T07:10:16.977143,0.12,4.299999999999999,-0.8550821084904932,0.0,0.0
41.7,46.5,41.0,100.0,976.6,47.2,152.9,37.4,7292.0,93.3,9.9,40.0,41.7,2,verao,14,casa,2001,24,153955.75,medio,madeira,87047,False,0.6000000000000001,0,granizo,2023-02-19T14:10:16.977143,0.12,5.5,-10.339682366821247,75.97558263508773,185.23435271518753
22.8,24.9,22.6,65.2,1011.0,14.7,237.8,0.0,14951.0,18.2,5.2,21.3,15.9,6,inverno,15,apartamento,1987,38,65622.16,baixo,madeira,65570,False,0.7,0,granizo,2024-06-12T15:10:16.977143,0.10400000000000001,2.299999999999997,-6.735462753396794,0.0,0.0
17.7,18.7,16.0,88.9,1006.4,6.2,33.0,0.0,13339.0,25.7,3.3,17.7,15.5,2,verao,19,kitnet,2023,2,407360.14,alto,alvenaria,94709,False,0.25,0,granizo,2025-02-22T19:10:16.977143,0.12,2.6999999999999993,11.672282384044282,0.0,0.0
23.9,26.1,20.8,40.0,1013.5,0.3,250.4,0.0,14349.0,21.9,4.6,25.4,11.9,6,inverno,10,apartamento,1995,30,73878.2,baixo,alvenaria,03348,True,0.6000000000000001,0,granizo,2024-06-11T10:10:16.977143,0.10400000000000001,5.300000000000001,-0.13598916044446918,0.0,0.0
16.4,17.2,10.9,90.0,1012.9,13.5,37.7,0.0,14169.0,46.1,3.2,15.2,14.4,1,verao,3,casa,2019,6,544694.49,alto,madeira,05653,True,0.30000000000000004,0,granizo,2023-01-23T03:10:16.977143,0.12,6.299999999999999,11.801501073314304,0.0,0.0
41.0,45.3,35.8,75.7,991.9,50.7,124.3,18.8,7724.0,53.3,9.4,41.2,36.2,11,primavera,9,apartamento,1982,43,100536.5,baixo,alvenaria,23188,True,0.7,1,granizo,2023-11-25T09:10:16.977143,0.10400000000000001,9.5,5.085571461395985,47.96005150344136,239.6922277858802
23.5,23.8,20.4,100.0,1000.0,49.4,311.6,25.6,7962.0,76.8,4.4,23.7,23.5,3,outono,23,casa,1977,48,282634.76,medio,alvenaria,04250,True,0.7,1,granizo,2025-03-10T23:10:16.977143,0.156,3.400000000000002,-8.373228354879615,58.91975974686061,324.26212002099487
39.4,43.7,36.7,30.0,1010.8,4.3,62.8,21.9,8207.0,69.7,9.7,40.0,25.4,11,primavera,10,casa,1979,46,219118.57,medio,alvenaria,48723,False,0.7,0,granizo,2023-11-01T10:10:16.977143,0.10400000000000001,7.0,-8.160447961222879,56.16184484428332,193.9107355431025
37.6,40.2,35.9,39.0,1015.4,9.4,243.7,0.0,13165.0,16.8,8.3,38.6,25.4,10,primavera,13,apartamento,1982,43,103945.98,baixo,alvenaria,56848,False,0.7,0,granizo,2023-10-06T13:10:16.977143,0.10400000000000001,4.300000000000004,4.108403479557756,0.0,0.0
21.8,25.7,17.6,100.0,996.3,39.7,258.4,21.5,6779.0,91.6,3.4,20.3,21.8,1,verao,22,apartamento,2020,5,975891.68,premium,alvenaria,87567,False,0.15000000000000002,1,granizo,2023-01-28T22:10:16.977143,0.12,8.099999999999998,3.038912789882893,33.150337781043355,181.23247348717487
23.2,27.1,21.5,100.0,996.5,66.8,97.0,20.9,5731.0,82.3,4.2,23.9,23.2,8,inverno,7,casa,1978,47,129010.9,baixo,madeira,25240,True,0.8,1,granizo,2023-08-14T07:10:16.977143,0.156,5.600000000000001,-5.662776968597005,51.229402640094406,357.307044910886
11.7,13.8,5.5,78.2,1013.7,19.6,139.5,0.0,12865.0,36.9,1.3,11.0,7.4,8,inverno,22,casa,2007,18,251586.44,medio,alvenaria,40850,True,0.5,0,granizo,2023-08-06T22:10:16.977143,0.08,8.3,-2.603930193171719,0.0,0.0
24.1,24.4,21.5,100.0,992.0,46.0,91.5,20.2,8371.0,65.2,4.4,26.8,24.1,9,primavera,19,apartamento,2007,18,520874.5,alto,alvenaria,05167,True,0.30000000000000004,1,granizo,2024-09-19T19:10:16.977143,0.12,2.8999999999999986,-13.44275628248566,42.65424742405935,134.7824483282235
31.3,35.2,26.3,100.0,992.7,67.8,230.5,16.5,8492.0,64.2,6.3,33.2,31.3,2,verao,0,casa,1977,48,78364.43,baixo,mista,50993,True,0.8,1,granizo,2024-02-17T00:10:16.977143,0.156,8.900000000000002,2.0908291972010886,28.978786821910674,115.95523307640948
16.0,20.1,14.6,74.7,1017.6,5.8,109.1,0.0,13137.0,32.2,2.5,17.4,10.9,6,inverno,16,casa,2014,11,302376.2,medio,alvenaria,06094,True,0.5,0,granizo,2024-06-30T16:10:16.977143,0.08,5.500000000000002,-3.4320564788652073,0.0,0.0
28.8,32.5,28.3,68.0,1013.8,8.0,294.3,0.0,10313.0,35.7,6.4,28.2,22.5,3,outono,8,casa,1988,37,119223.27,baixo,alvenaria,21852,True,0.8,0,granizo,2024-03-09T08:10:16.977143,0.10400000000000001,4.199999999999999,-7.128024685357952,0.0,0.0
4.3,5.2,-3.0,66.0,1017.3,5.5,294.4,0.0,6975.0,22.1,0.0,3.2,-2.5,7,inverno,20,casa,1986,39,93312.54,baixo,alvenaria,83850,False,0.8,0,granizo,2024-07-18T20:10:16.977143,0.10400000000000001,8.2,4.360025454546102,0.0,0.0
30.5,31.0,24.8,88.9,1003.5,32.9,37.1,49.1,14332.0,100.0,6.2,32.9,28.3,1,verao,17,apartamento,2013,12,335110.91,medio,alvenaria,09267,True,0.4,0,granizo,2025-01-05T17:10:16.977143,0.12,6.199999999999999,-13.060814083091167,107.74139786331847,374.06831953697525
