temperatura_atual,temperatura_maxima,temperatura_minima,umidade_relativa,pressao_atmosferica,velocidade_vento,direcao_vento,precipitacao_mm,visibilidade,cobertura_nuvens,indice_uv,sensacao_termica,ponto_orvalho,mes,estacao,hora_dia,tipo_residencia,ano_construcao,idade_imovel,valor_segurado,faixa_valor,material_construcao,cep_prefixo,regiao_metropolitana,risco_construcao,sinistro_ocorreu,coverage_type,data_sinistro,claim_probability,temperatura_diferencial,gradiente_pressao_24h,precipitacao_24h,precipitacao_7dias
32.0,32.8,27.3,65.3,1012.0,13.4,138.5,0.0,14912.0,26.6,7.5,30.9,25.0,12,verao,17,sobrado,1994,31,139346.05,baixo,alvenaria,24903,True,0.8999999999999999,0,vendaval,2022-12-01T17:36:25.535456,0.3,5.4999999999999964,-1.5696366723799944,0.0,0.0
36.8,37.1,33.4,30.0,1017.7,4.3,331.8,0.0,6814.0,30.1,8.6,37.8,22.8,4,outono,13,casa,1998,27,328279.07,medio,alvenaria,50768,True,0.6000000000000001,0,vendaval,2025-04-04T13:36:25.535456,0.3,3.700000000000003,-5.381483254424866,0.0,0.0
10.7,11.5,7.5,90.4,1012.0,12.1,242.5,0.0,5350.0,46.3,1.5,13.4,8.8,3,outono,4,casa,1982,43,300727.79,medio,alvenaria,92123,True,0.7,1,vendaval,2025-03-19T04:36:25.535456,0.3,4.0,6.376872398199136,0.0,0.0
24.1,27.5,22.2,71.3,1000.4,22.1,253.7,0.0,8359.0,43.8,4.0,24.2,18.4,10,primavera,16,casa,2012,13,1975665.4,premium,alvenaria,91177,True,0.35000000000000003,0,vendaval,2024-10-13T16:36:25.535456,0.3,5.300000000000001,-0.6590225109907988,0.0,0.0
8.1,8.2,7.0,90.0,974.2,110.3,234.7,0.0,12525.0,37.3,0.4,10.9,6.1,6,inverno,18,casa,1970,55,369778.88,medio,alvenaria,08005,True,0.7,1,vendaval,2024-06-30T18:36:25.535456,0.39,1.1999999999999993,-6.717542444096488,0.0,0.0
16.4,21.0,15.7,78.5,1023.9,0.0,100.2,0.0,7014.0,29.5,1.6,17.7,12.1,9,primavera,4,kitnet,2018,7,281474.68,medio,alvenaria,01483,True,0.35,0,vendaval,2024-09-30T04:36:25.535456,0.3,5.300000000000001,3.0369978666724773,0.0,0.0
33.8,36.7,31.0,41.4,981.7,78.9,60.2,59.5,9933.0,100.0,7.5,32.1,22.1,4,outono,15,casa,1996,29,798552.94,alto,alvenaria,25878,True,0.5,1,vendaval,2024-04-19T15:36:25.535456,0.39,5.700000000000003,-4.854740746524212,137.26127072892618,456.4036976254691
28.9,33.3,21.3,58.1,990.6,87.1,324.6,25.8,8675.0,74.5,5.4,29.0,20.5,3,outono,16,casa,1974,51,92561.21,baixo,alvenaria,34155,False,0.8,1,vendaval,2025-03-10T16:36:25.535456,0.39,11.999999999999996,-6.917754838751765,60.02231179762721,283.5479986667831
23.3,23.8,18.1,80.0,990.6,99.0,224.6,0.0,9648.0,31.6,4.2,22.6,19.3,9,primavera,5,casa,2011,14,716617.94,alto,alvenaria,39003,False,0.4,0,vendaval,2023-09-03T05:36:25.535456,0.3,5.699999999999999,10.13904104819853,0.0,0.0
19.4,22.4,15.3,63.4,972.8,94.4,194.3,0.0,8383.0,43.4,2.6,21.7,12.0,5,outono,8,casa,2020,5,492376.87,alto,alvenaria,80941,True,0.30000000000000004,1,vendaval,2025-05-11T08:36:25.535456,0.3,7.099999999999998,-6.303322028098323,0.0,0.0
30.1,33.4,26.1,45.2,1011.2,9.7,187.0,0.0,14445.0,46.4,7.5,30.1,19.1,5,outono,8,casa,2001,24,330001.53,medio,alvenaria,30124,True,0.6000000000000001,0,vendaval,2023-05-03T08:36:25.535456,0.3,7.299999999999997,-13.692668229256952,0.0,0.0
23.6,23.7,16.2,90.0,1020.4,2.7,53.4,0.0,14020.0,19.4,3.8,24.5,21.6,12,verao,6,apartamento,2012,13,753564.25,alto,alvenaria,03839,True,0.30000000000000004,1,vendaval,2023-12-06T06:36:25.535456,0.3,7.5,-7.761949364520618,0.0,0.0
16.5,19.8,14.9,84.5,968.3,95.3,270.1,0.0,9803.0,33.0,2.3,18.6,13.4,11,primavera,23,casa,1988,37,235759.81,medio,alvenaria,02988,True,0.7,1,vendaval,2023-11-07T23:36:25.535456,0.39,4.9,1.2785126852468611,0.0,0.0
33.4,35.2,30.1,50.1,1018.4,4.3,308.9,0.0,11110.0,26.7,7.8,32.5,23.4,3,outono,12,apartamento,1988,37,380095.32,medio,alvenaria,07886,True,0.6000000000000001,0,vendaval,2023-03-13T12:36:25.535456,0.3,5.100000000000001,5.125312335916943,0.0,0.0
19.7,23.4,14.3,76.6,979.1,84.3,300.5,35.6,7352.0,100.0,3.5,21.5,15.1,9,primavera,21,casa,1989,36,52997.7,baixo,alvenaria,34314,False,0.8,0,vendaval,2023-09-06T21:36:25.535456,0.39,9.099999999999998,-8.367141772287512,80.81653123422122,422.81701018950446
1.7,1.9,0.8,95.0,971.5,71.7,158.9,30.1,10272.0,95.0,0.0,3.2,0.7,6,inverno,18,sobrado,1985,40,103412.56,baixo,alvenaria,85056,False,0.8999999999999999,1,vendaval,2024-06-25T18:36:25.535456,0.39,1.0999999999999999,1.3554900826203604,45.72453500715066,127.2780344670128
11.3,15.1,4.4,90.0,975.8,99.8,35.2,13.9,10187.0,57.1,1.6,10.2,9.3,3,outono,20,apartamento,2002,23,381469.67,medio,alvenaria,08548,True,0.5,1,vendaval,2025-03-24T20:36:25.535456,0.3,10.7,9.882569153092877,26.156906264073722,78.20043369228202
3.5,6.0,-3.1,94.6,1002.9,11.1,148.5,0.0,13887.0,42.2,0.0,5.8,2.4,8,inverno,20,casa,1993,32,69250.52,baixo,alvenaria,93155,False,0.8,0,vendaval,2023-08-18T20:36:25.535456,0.3,9.1,-13.882804856151923,0.0,0.0
24.7,26.3,21.6,65.0,982.3,73.3,71.8,6.2,13003.0,36.0,5.4,24.3,17.7,7,inverno,10,apartamento,1996,29,388437.13,medio,alvenaria,05109,True,0.5,1,vendaval,2024-07-02T10:36:25.535456,0.39,4.699999999999999,-6.415177608763088,17.24745829071689,79.9776269417216
42.5,46.2,36.9,39.6,1017.0,7.8,72.3,80.6,9832.0,100.0,10.9,42.5,30.4,2,verao,11,casa,1970,55,135586.67,baixo,alvenaria,24808,True,0.8,0,vendaval,2023-02-01T11:36:25.535456,0.3,9.300000000000004,-2.361377709410311,234.24916694317767,880.9006374681169
19.5,20.1,19.4,87.0,1010.8,8.2,43.1,0.0,6255.0,26.4,3.7,21.2,16.9,10,primavera,20,sobrado,1992,33,70849.3,baixo,mista,08322,True,0.8999999999999999,0,vendaval,2023-10-14T20:36:25.535456,0.3,0.7000000000000028,1.6861923184793204,0.0,0.0
30.4,32.5,29.8,71.0,1015.7,7.7,323.9,0.0,8971.0,17.2,6.3,32.1,24.6,5,outono,8,casa,1978,47,216803.42,medio,alvenaria,27369,True,0.7,0,vendaval,2023-05-18T08:36:25.535456,0.3,2.6999999999999993,-4.217388461703501,0.0,0.0
0.3,1.9,-4.9,95.0,1013.1,11.3,199.8,0.0,12164.0,25.5,0.0,-1.5,-0.7,8,inverno,18,casa,1973,52,72274.76,baixo,madeira,82409,True,0.8,0,vendaval,2024-08-02T18:36:25.535456,0.3,6.800000000000001,-4.7797938648402,0.0,0.0
11.3,14.5,8.6,83.1,1012.8,18.1,80.3,40.2,9559.0,100.0,1.8,10.6,7.9,5,outono,5,casa,1975,50,58597.78,baixo,alvenaria,05145,True,0.8,0,vendaval,2023-05-29T05:36:25.535456,0.3,5.9,-5.488493437557346,97.86204038884566,670.1142382331901
18.3,21.0,18.1,90.0,1005.3,13.1,259.8,0.0,7178.0,30.1,3.4,17.3,16.3,5,outono,23,apartamento,1993,32,89051.05,baixo,alvenaria,02021,True,0.7,0,vendaval,2024-05-24T23:36:25.535456,0.3,2.8999999999999986,-1.4071058587340015,0.0,0.0
22.8,22.9,22.7,80.0,993.4,112.8,55.6,0.0,11502.0,34.2,3.5,25.5,18.8,9,primavera,19,apartamento,2019,6,579771.83,alto,alvenaria,37164,False,0.2,0,vendaval,2024-09-23T19:36:25.535456,0.3,0.1999999999999993,-0.12608518277602832,0.0,0.0
15.7,16.9,8.6,60.4,986.5,85.8,159.4,0.0,11927.0,39.4,1.5,13.8,7.8,6,inverno,23,casa,1974,51,253389.32,medio,alvenaria,25246,True,0.7,1,vendaval,2023-06-18T23:36:25.535456,0.39,8.299999999999999,-2.3642479817214137,0.0,0.0
37.4,38.6,31.1,40.0,1016.9,0.0,226.9,0.0,10715.0,17.7,8.6,39.1,25.4,2,verao,10,kitnet,2002,23,494822.12,alto,alvenaria,07916,True,0.44999999999999996,0,vendaval,2025-02-16T10:36:25.535456,0.3,7.5,-15.485598518220282,0.0,0.0
38.5,41.5,34.9,46.0,999.6,109.6,223.3,0.0,14970.0,13.9,9.7,40.6,27.7,2,verao,8,casa,2022,3,188639.04,medio,alvenaria,22475,True,0.4,1,vendaval,2025-02-09T08:36:25.535456,0.95,6.600000000000001,-7.557366551758546,0.0,0.0
25.6,29.6,19.5,80.0,1019.3,3.2,285.1,0.0,5128.0,16.3,6.2,25.7,21.6,9,primavera,23,apartamento,2022,3,296249.19,medio,alvenaria,65135,False,0.30000000000000004,0,vendaval,2024-09-09T23:36:25.535456,0.3,10.100000000000001,3.7973985625720363,0.0,0.0
21.0,25.6,13.1,80.5,1012.7,19.2,323.2,41.0,5670.0,100.0,3.9,20.3,17.1,9,primavera,0,casa,1987,38,128934.93,baixo,alvenaria,03412,True,0.8,0,vendaval,2025-09-18T00:36:25.535456,0.3,12.500000000000002,-3.6323258210270737,52.34336814533731,197.6959596146874
27.2,28.4,26.8,31.1,983.3,117.6,214.3,0.0,10457.0,16.4,5.5,27.0,13.4,7,inverno,15,apartamento,1989,36,146802.08,baixo,alvenaria,32786,True,0.7,0,vendaval,2024-07-02T15:36:25.535456,0.39,1.5999999999999979,-1.0112392487391906,0.0,0.0
26.9,31.2,24.6,71.7,1019.3,19.2,101.8,30.4,5953.0,100.0,4.7,27.7,21.2,1,verao,18,apartamento,2012,13,1739424.51,premium,alvenaria,44518,False,0.25,0,vendaval,2023-01-21T18:36:25.535456,0.3,6.599999999999998,10.50561414952221,79.52910981494533,503.2632794875583
11.6,12.5,11.3,76.0,980.7,89.3,86.2,0.0,8351.0,36.6,1.1,12.7,6.8,6,inverno,4,casa,2023,2,458891.8,alto,alvenaria,51614,True,0.30000000000000004,1,vendaval,2023-06-24T04:36:25.535456,0.3,1.1999999999999993,3.582636651868124,0.0,0.0
23.5,25.1,16.4,50.0,970.3,62.3,40.9,25.2,9099.0,94.6,5.3,22.1,13.5,8,inverno,12,casa,1984,41,146929.6,baixo,alvenaria,86862,False,0.8,0,vendaval,2024-08-11T12:36:25.535456,0.39,8.700000000000003,0.4852863454813727,60.01022953248303,203.70619104556
33.7,37.0,26.9,40.2,981.4,112.3,264.4,51.3,5141.0,100.0,7.8,34.8,21.7,9,primavera,13,casa,2018,7,297087.93,medio,alvenaria,05287,True,0.4,0,vendaval,2023-09-08T13:36:25.535456,0.3,10.100000000000001,4.4074886867472785,125.48600379165684,288.2890686987366
35.5,39.6,34.8,40.0,1019.6,0.0,202.2,0.0,10201.0,10.7,7.2,37.0,23.5,12,verao,10,apartamento,1994,31,66364.64,baixo,alvenaria,01213,True,0.7,0,vendaval,2022-12-14T10:36:25.535456,0.3,4.800000000000004,-11.274212913233333,0.0,0.0
14.8,16.9,11.9,84.9,977.4,91.0,129.4,0.0,6154.0,39.1,1.7,15.1,11.8,5,outono,2,sobrado,2019,6,706733.64,alto,alvenaria,09755,True,0.4,0,vendaval,2024-05-24T02:36:25.535456,0.3,4.999999999999998,2.9130059227216787,0.0,0.0
18.1,21.1,12.0,90.0,986.2,104.9,64.7,0.0,11987.0,31.6,2.7,19.1,16.1,10,primavera,22,apartamento,2005,20,641603.31,alto,madeira,08603,True,0.30000000000000004,0,vendaval,2025-10-01T22:36:25.535456,0.3,9.100000000000001,-17.845766165879873,0.0,0.0
21.9,22.9,14.2,57.6,1013.8,11.5,145.4,40.7,14491.0,100.0,4.3,21.7,13.4,4,outono,16,casa,1989,36,134200.22,baixo,alvenaria,92144,True,0.8,0,vendaval,2025-04-16T16:36:25.535456,0.3,8.7,-6.980006294661567,90.93766784579931,553.3700699905096
7.0,7.8,4.1,81.8,975.9,114.2,223.7,0.0,9987.0,34.5,0.0,9.6,3.4,8,inverno,21,casa,1992,33,55716.02,baixo,alvenaria,07589,True,0.8,1,vendaval,2024-08-11T21:36:25.535456,0.39,3.7,-16.008953418026493,0.0,0.0
15.0,17.8,12.1,90.0,1023.3,0.0,315.6,0.0,7481.0,32.5,1.7,13.8,13.0,9,primavera,20,casa,1978,47,318806.92,medio,madeira,08074,True,0.7,0,vendaval,2024-09-18T20:36:25.535456,0.3,5.700000000000001,1.6308304379203453,0.0,0.0
28.6,29.2,23.3,54.7,1015.1,5.0,351.3,22.0,5989.0,66.2,6.9,31.5,19.6,4,outono,11,casa,1991,34,57804.43,baixo,alvenaria,81255,True,0.8,0,vendaval,2025-04-18T11:36:25.535456,0.3,5.899999999999999,-15.324683302814815,38.67239753679444,217.2545208838204
42.8,46.8,35.0,30.0,983.7,118.3,44.4,0.0,7405.0,48.8,11.2,44.6,28.8,2,verao,10,casa,1980,45,143965.13,baixo,alvenaria,22217,True,0.8,0,vendaval,2024-02-04T10:36:25.535456,0.39,11.799999999999997,-13.13954766194777,0.0,0.0
16.9,20.4,14.8,60.9,1017.2,1.3,114.4,0.0,9795.0,37.2,1.8,19.6,9.1,7,inverno,7,apartamento,1985,40,138636.23,baixo,alvenaria,60607,True,0.7,0,vendaval,2023-07-06T07:36:25.535456,0.3,5.599999999999998,-2.851765580820391,0.0,0.0
13.7,16.4,13.1,94.7,1008.5,11.7,145.3,0.0,5000.0,39.1,1.4,16.6,12.7,2,verao,19,casa,2008,17,80023.72,baixo,alvenaria,98804,False,0.6000000000000001,0,vendaval,2025-02-16T19:36:25.535456,0.3,3.299999999999999,-5.68736933650782,0.0,0.0
32.0,32.5,24.4,56.0,1005.7,24.9,347.8,68.3,12967.0,100.0,6.5,30.1,23.1,12,verao,9,casa,1972,53,86874.32,baixo,alvenaria,09575,True,0.8,0,vendaval,2023-12-13T09:36:25.535456,0.3,8.100000000000001,-13.695032099448982,104.12188277107305,502.0578590606074
22.1,26.7,18.2,80.0,986.5,94.4,48.4,0.0,5139.0,42.0,3.6,24.7,18.1,11,primavera,21,casa,1993,32,385859.38,medio,alvenaria,67295,False,0.7,1,vendaval,2022-11-23T21:36:25.535456,0.39,8.5,7.384947217921486,0.0,0.0
11.4,11.7,4.4,54.7,1021.0,0.0,40.1,0.0,13311.0,32.6,1.2,9.5,2.4,7,inverno,7,casa,1981,44,121441.36,baixo,alvenaria,08109,True,0.8,1,vendaval,2025-07-26T07:36:25.535456,0.3,7.299999999999999,2.8052547521399074,0.0,0.0
24.8,25.0,17.1,78.9,1018.2,0.0,31.2,0.0,6781.0,32.5,5.5,23.3,20.6,10,primavera,7,apartamento,2002,23,374626.85,medio,alvenaria,03523,True,0.5,0,vendaval,2022-10-17T07:36:25.535456,0.3,7.899999999999999,-5.262388096741906,0.0,0.0
25.7,28.8,23.4,80.0,995.2,87.6,270.7,0.0,6881.0,22.1,5.3,25.0,21.7,10,primavera,6,casa,2006,19,70888.66,baixo,madeira,79273,False,0.6000000000000001,1,vendaval,2023-10-05T06:36:25.535456,0.95,5.400000000000002,-6.545434110683096,0.0,0.0
37.6,39.3,32.1,40.0,985.1,70.2,241.0,0.0,14313.0,39.4,7.8,37.5,25.6,3,outono,13,casa,1973,52,66180.19,baixo,alvenaria,03423,True,0.8,1,vendaval,2023-03-30T13:36:25.535456,0.39,7.199999999999996,-12.478106041103027,0.0,0.0
34.8,35.6,28.9,55.5,1014.2,10.0,32.4,0.0,14342.0,13.2,7.9,34.0,25.9,9,primavera,9,casa,2011,14,287231.65,medio,madeira,45190,False,0.5,0,vendaval,2025-09-11T09:36:25.535456,0.3,6.700000000000003,5.271288688656546,0.0,0.0
11.2,14.2,7.2,83.6,991.6,106.1,81.3,0.0,8366.0,44.5,0.7,13.3,7.9,6,inverno,1,casa,1973,52,137778.82,baixo,madeira,02474,True,0.8,1,vendaval,2024-06-23T01:36:25.535456,0.39,6.999999999999999,-4.561081059520296,0.0,0.0
28.2,32.8,27.2,80.0,1011.1,4.9,136.3,0.0,14585.0,35.1,6.0,26.6,24.2,12,verao,19,casa,2022,3,495537.27,alto,alvenaria,58409,False,0.30000000000000004,0,vendaval,2023-12-25T19:36:25.535456,0.3,5.599999999999998,-3.5316124344367346,0.0,0.0
34.8,39.6,30.3,51.1,1013.5,8.9,272.9,0.0,14617.0,11.4,8.5,32.9,25.0,9,primavera,15,sobrado,2002,23,140882.73,baixo,alvenaria,33113,False,0.8,0,vendaval,2025-09-10T15:36:25.535456,0.3,9.3,-2.952194099768666,0.0,0.0
41.0,46.0,40.2,46.5,1014.4,19.5,38.8,54.9,9292.0,100.0,9.5,41.0,30.3,2,verao,13,casa,2005,20,530186.58,alto,alvenaria,37211,False,0.4,0,vendaval,2023-02-26T13:36:25.535456,0.3,5.799999999999997,0.7081560965475271,129.58943296527147,342.67317854818134
31.3,36.2,25.0,61.6,976.0,73.6,44.6,0.0,9232.0,22.3,6.7,30.6,23.6,11,primavera,11,casa,1987,38,85258.09,baixo,alvenaria,80399,True,0.8,1,vendaval,2023-11-16T11:36:25.535456,0.39,11.200000000000003,-10.580436421282357,0.0,0.0
34.3,35.6,33.6,58.0,1015.4,7.5,26.3,0.0,9097.0,17.5,8.4,34.3,25.9,10,primavera,13,kitnet,1984,41,82391.04,baixo,madeira,01737,True,0.75,0,vendaval,2023-10-04T13:36:25.535456,0.3,2.0,1.010729420143924,0.0,0.0
12.1,14.4,8.4,95.0,1019.7,2.2,201.8,0.0,8054.0,10.4,0.5,10.9,11.1,10,primavera,18,sobrado,2005,20,133638.49,baixo,alvenaria,99083,False,0.7,0,vendaval,2024-10-31T18:36:25.535456,0.3,6.0,-7.903497438149603,0.0,0.0
13.0,14.5,7.0,90.0,1012.9,11.3,142.1,0.0,6219.0,34.6,1.5,13.4,11.0,4,outono,19,casa,1989,36,183814.41,medio,alvenaria,01838,True,0.7,0,vendaval,2025-04-05T19:36:25.535456,0.3,7.5,5.261434454337953,0.0,0.0
21.4,25.2,19.7,88.9,1018.1,15.4,162.3,57.5,6416.0,100.0,4.1,21.1,19.2,12,verao,23,casa,1987,38,56525.39,baixo,alvenaria,08548,True,0.8,1,vendaval,2022-12-19T23:36:25.535456,0.3,5.5,-3.976543576481315,151.27373258765863,919.5949410763856
8.2,12.6,4.1,90.0,1012.2,0.0,320.4,0.0,6578.0,48.0,0.0,9.5,6.2,6,inverno,3,apartamento,2013,12,1020652.52,premium,madeira,02628,True,0.25,0,vendaval,2023-06-22T03:36:25.535456,0.3,8.5,2.7863725271361375,0.0,0.0
34.9,39.0,27.9,43.3,1012.3,19.3,75.0,0.0,7608.0,37.9,8.4,37.3,23.6,11,primavera,9,casa,1981,44,215798.28,medio,alvenaria,77728,False,0.7,0,vendaval,2022-11-21T09:36:25.535456,0.3,11.100000000000001,-12.325394680353575,0.0,0.0
12.5,15.5,12.3,95.0,1019.3,0.0,222.7,0.0,8365.0,47.7,0.4,10.6,11.5,10,primavera,19,casa,2023,2,249539.91,medio,alvenaria,80900,True,0.4,0,vendaval,2023-10-08T19:36:25.535456,0.3,3.1999999999999993,8.644080201007016,0.0,0.0
26.0,26.2,22.2,71.2,1010.2,8.2,310.4,0.0,6643.0,18.6,5.4,25.5,20.2,2,verao,7,casa,1988,37,121035.85,baixo,alvenaria,06530,True,0.8,0,vendaval,2024-02-17T07:36:25.535456,0.3,4.0,0.829942335571304,0.0,0.0
37.8,41.6,33.1,40.0,1021.2,13.8,254.5,68.7,5268.0,100.0,8.5,38.8,25.8,2,verao,14,sobrado,2010,15,1337173.2,premium,alvenaria,06436,True,0.45,0,vendaval,2024-02-04T14:36:25.535456,0.3,8.5,3.259684637450275,156.86470245088967,863.7937450861556
19.8,22.1,13.8,81.3,1016.4,14.6,318.1,30.3,5166.0,98.9,3.0,21.2,16.1,3,outono,19,apartamento,2014,11,362865.39,medio,madeira,01005,True,0.4,0,vendaval,2025-03-24T19:36:25.535456,0.3,8.3,16.979134745832848,83.6132835089844,308.31973855821536
34.1,38.7,33.2,47.5,978.4,60.3,36.8,20.1,11559.0,89.2,8.1,33.7,23.7,9,primavera,14,casa,1972,53,262209.73,medio,alvenaria,08208,True,0.7,1,vendaval,2023-09-26T14:36:25.535456,0.39,5.5,-9.032588846736399,43.67945970608999,194.99707895035058
24.1,25.4,16.8,62.4,975.2,64.7,243.5,0.0,6178.0,45.6,3.8,26.4,16.5,3,outono,8,casa,1970,55,136372.45,baixo,alvenaria,03551,True,0.8,1,vendaval,2023-03-17T08:36:25.535456,0.39,8.599999999999998,-10.517590131870438,0.0,0.0
22.1,26.3,18.6,88.1,1022.2,0.0,188.4,0.0,9863.0,44.0,4.7,24.7,19.8,12,verao,21,sobrado,1996,29,222445.53,medio,alvenaria,06775,True,0.7,0,vendaval,2022-12-11T21:36:25.535456,0.3,7.699999999999999,9.891670302307723,0.0,0.0
24.7,24.9,16.7,77.0,1017.0,10.7,288.4,0.0,6617.0,24.8,3.9,24.8,20.1,11,primavera,20,casa,2000,25,142996.44,baixo,alvenaria,36748,False,0.7,1,vendaval,2023-11-19T20:36:25.535456,0.3,8.2,8.866587596595188,0.0,0.0
16.8,20.5,16.4,90.0,1019.6,10.1,70.7,36.4,10524.0,100.0,1.7,17.5,14.8,10,primavera,19,casa,2003,22,55974.67,baixo,alvenaria,07343,True,0.7,1,vendaval,2023-10-25T19:36:25.535456,0.3,4.100000000000001,-16.493352244042377,66.79406840314275,325.1520159655641
30.3,32.2,24.0,76.4,1012.8,12.9,219.8,0.0,5488.0,38.8,7.0,32.1,25.6,3,outono,10,kitnet,1971,54,303409.88,medio,alvenaria,01589,True,0.6499999999999999,0,vendaval,2025-03-06T10:36:25.535456,0.3,8.200000000000003,-1.406872668935772,0.0,0.0
15.6,17.2,15.5,76.2,1015.0,4.6,359.7,21.5,12684.0,70.7,2.0,13.8,10.8,11,primavera,5,casa,1980,45,109710.17,baixo,alvenaria,98340,False,0.8,0,vendaval,2022-11-01T05:36:25.535456,0.3,1.6999999999999993,-6.604424823601004,29.85802912878065,165.47577083018186
20.5,24.8,19.4,66.8,1007.0,18.8,217.7,0.0,9256.0,48.7,3.9,19.8,13.9,11,primavera,5,casa,2021,4,412431.66,alto,madeira,07059,True,0.30000000000000004,0,vendaval,2024-11-18T05:36:25.535456,0.3,5.400000000000002,11.07900928515297,0.0,0.0
15.5,20.1,7.7,87.7,996.6,109.3,341.7,0.0,14281.0,23.4,2.6,16.4,13.1,11,primavera,6,casa,2017,8,284528.64,medio,alvenaria,03898,True,0.4,1,vendaval,2024-11-06T06:36:25.535456,0.95,12.400000000000002,0.7751004881012977,0.0,0.0
36.5,39.5,34.1,46.5,1023.1,11.4,300.7,64.1,14389.0,100.0,8.2,34.7,25.8,1,verao,14,apartamento,2023,2,672740.9,alto,alvenaria,05701,True,0.2,1,vendaval,2025-01-28T14:36:25.535456,0.3,5.399999999999999,12.348356714197468,128.03077216551517,682.2677791011591
11.0,12.3,3.0,88.6,1008.8,8.4,122.8,0.0,7104.0,17.1,0.0,10.7,8.7,11,primavera,2,apartamento,2009,16,158368.91,medio,alvenaria,84165,False,0.4,0,vendaval,2022-11-29T02:36:25.535456,0.3,9.3,5.1581129874892895,0.0,0.0
16.5,18.5,14.9,90.0,993.5,89.4,40.8,0.0,12651.0,20.8,1.8,15.5,14.5,5,outono,1,apartamento,1989,36,107737.95,baixo,alvenaria,05829,True,0.7,1,vendaval,2023-05-14T01:36:25.535456,0.39,3.5999999999999996,-15.609529479988582,0.0,0.0
30.7,34.2,29.6,49.7,1005.7,12.2,70.7,28.5,12913.0,100.0,6.4,31.0,20.6,4,outono,10,apartamento,2015,10,395396.58,medio,madeira,01138,True,0.30000000000000004,0,vendaval,2024-04-13T10:36:25.535456,0.3,4.600000000000001,-13.510972799674533,64.8137272377392,306.43816192904984
