temperatura_atual,temperatura_maxima,temperatura_minima,umidade_relativa,pressao_atmosferica,velocidade_vento,direcao_vento,precipitacao_mm,visibilidade,cobertura_nuvens,indice_uv,sensacao_termica,ponto_orvalho,mes,estacao,hora_dia,tipo_residencia,ano_construcao,idade_imovel,valor_segurado,faixa_valor,material_construcao,cep_prefixo,regiao_metropolitana,risco_construcao,sinistro_ocorreu,coverage_type,data_sinistro,claim_probability,temperatura_diferencial,gradiente_pressao_24h,precipitacao_24h,precipitacao_7dias
23.5,28.2,19.9,100.0,1012.1,5.0,203.7,79.0,5928.0,100.0,5.5,22.7,23.5,10,primavera,7,apartamento,2008,17,281382.6,medio,alvenaria,03154,True,0.4,1,alagamento,2023-10-30T07:36:26.343346,0.72,8.3,-16.023433363164173,149.70012554971228,705.814710646872
15.6,18.3,9.6,94.0,1015.7,4.6,108.3,0.0,12522.0,14.9,2.0,17.3,14.4,2,verao,1,casa,1973,52,76140.09,baixo,madeira,96129,False,0.8,0,alagamento,2024-02-18T01:36:26.343346,0.23399999999999999,8.700000000000001,5.461852204312556,0.0,0.0
21.9,22.5,16.6,100.0,1001.5,5.0,153.7,60.2,12624.0,100.0,4.9,24.2,21.9,6,inverno,9,sobrado,1973,52,130144.56,baixo,madeira,35917,False,0.8999999999999999,0,alagamento,2024-06-05T09:36:26.343346,0.46799999999999997,5.899999999999999,-5.046018233320862,143.93887785329608,388.41087769012375
28.9,31.3,26.3,87.3,995.7,5.9,199.4,68.6,6675.0,100.0,6.7,31.2,26.4,5,outono,12,casa,1981,44,83772.37,baixo,madeira,83962,False,0.8,1,alagamento,2023-05-15T12:36:26.343346,0.46799999999999997,5.0,-18.15534933182385,166.44682172922074,1123.3343445156534
26.1,27.4,21.4,80.0,1015.0,3.1,213.9,0.0,12441.0,11.6,6.0,26.7,22.1,11,primavera,17,casa,2009,16,682565.04,alto,alvenaria,26658,True,0.4,0,alagamento,2022-11-04T17:36:26.343346,0.3,6.0,-9.173806196844346,0.0,0.0
1.0,5.2,-3.4,95.0,1015.6,8.8,267.4,0.0,10897.0,37.0,0.0,0.4,0.0,6,inverno,22,casa,1986,39,191252.77,medio,madeira,80662,True,0.7,0,alagamento,2024-06-07T22:36:26.343346,0.3,8.6,13.180908100473406,0.0,0.0
23.4,24.1,16.0,58.6,1009.6,8.0,224.2,0.0,12083.0,36.0,5.5,25.7,15.1,6,inverno,10,sobrado,1979,46,76924.93,baixo,madeira,07892,True,0.8999999999999999,0,alagamento,2024-06-30T10:36:26.343346,0.3,8.100000000000001,9.234211965520016,0.0,0.0
10.8,11.0,8.9,100.0,1014.3,9.7,169.8,100.4,7960.0,100.0,0.6,12.5,10.8,8,inverno,17,apartamento,1996,29,270478.49,medio,alvenaria,03587,True,0.5,1,alagamento,2024-08-29T17:36:26.343346,0.9359999999999999,2.0999999999999996,-12.055122880989096,232.70432537896164,885.1021525327272
24.2,25.2,17.3,100.0,1003.1,8.2,276.7,81.3,11562.0,100.0,5.3,23.2,24.2,11,primavera,20,casa,1980,45,107064.85,baixo,alvenaria,57515,False,0.8,1,alagamento,2023-11-28T20:36:26.343346,0.46799999999999997,7.899999999999999,-2.740997469101509,212.84507540647112,1470.2913158636097
22.0,23.3,18.0,100.0,998.2,8.7,177.6,73.2,10507.0,100.0,4.1,23.1,22.0,11,primavera,19,sobrado,2018,7,185241.59,medio,alvenaria,35259,False,0.5,0,alagamento,2022-11-04T19:36:26.343346,0.36,5.300000000000001,-16.54477943006826,180.55980829415515,570.5211570894435
35.4,36.7,27.5,100.0,1003.7,16.3,355.3,144.8,10396.0,100.0,9.1,35.9,35.4,2,verao,15,casa,1985,40,102483.59,baixo,alvenaria,05061,True,0.8,1,alagamento,2024-02-03T15:36:26.343346,0.9359999999999999,9.200000000000003,11.690468955317444,205.55653110743782,736.0310968144431
23.5,24.7,21.6,77.7,1019.4,11.1,128.9,28.5,6364.0,89.3,4.3,25.2,19.0,9,primavera,6,casa,2018,7,186286.7,medio,madeira,74587,False,0.4,0,alagamento,2023-09-19T06:36:26.343346,0.18,3.099999999999998,-0.27291499308675626,80.09075774093671,317.42177719002296
6.9,10.2,6.9,90.0,1025.0,7.0,76.9,26.6,9978.0,73.5,0.0,6.7,4.9,7,inverno,5,sobrado,1974,51,110760.02,baixo,alvenaria,06568,True,0.8999999999999999,0,alagamento,2025-07-17T05:36:26.343346,0.3,3.299999999999999,-0.07058376060611748,53.9943196737078,187.79280235043475
17.1,19.9,13.2,88.8,1010.4,14.4,149.5,102.4,10631.0,100.0,2.2,19.4,14.9,6,inverno,7,casa,2012,13,492301.17,alto,alvenaria,28141,True,0.4,1,alagamento,2024-06-09T07:36:26.343346,0.72,6.699999999999999,2.728094829343841,133.2004581996383,537.0448039184344
34.4,38.2,32.6,50.0,1007.2,10.2,133.5,0.0,13237.0,48.3,7.9,36.5,24.4,2,verao,11,casa,2017,8,324985.87,medio,alvenaria,81340,True,0.4,0,alagamento,2025-02-22T11:36:26.343346,0.3,5.600000000000001,2.379371695316733,0.0,0.0
26.2,29.8,20.7,100.0,1001.8,5.0,24.7,86.8,7568.0,100.0,4.8,25.4,26.2,2,verao,0,sobrado,1991,34,109645.25,baixo,alvenaria,31017,True,0.8999999999999999,1,alagamento,2024-02-08T00:36:26.343346,0.9359999999999999,9.100000000000001,15.41818603405779,136.8196970536982,730.4069182235867
18.5,18.5,12.8,100.0,1000.3,8.1,42.9,109.4,5261.0,100.0,2.5,20.5,18.5,11,primavera,4,apartamento,1980,45,265120.14,medio,alvenaria,01921,True,0.6000000000000001,1,alagamento,2024-11-01T04:36:26.343346,0.9359999999999999,5.699999999999999,5.912773085913081,265.56253479621734,859.1230765285861
17.8,19.5,16.1,100.0,1009.4,11.1,188.9,56.7,7915.0,100.0,2.9,18.9,17.8,8,inverno,7,casa,1987,38,229311.56,medio,madeira,23632,True,0.7,1,alagamento,2024-08-30T07:36:26.343346,0.9359999999999999,3.3999999999999986,1.8071863811531927,133.14655611964582,591.0388288685309
26.9,30.6,24.7,100.0,1000.8,9.5,89.9,144.1,9048.0,100.0,6.2,26.7,26.9,9,primavera,14,casa,2018,7,1570043.23,premium,alvenaria,82998,True,0.25,0,alagamento,2025-09-11T14:36:26.343346,0.72,5.900000000000002,-4.8830712068813105,193.54183457380478,733.4257408968684
18.9,20.5,16.7,78.1,1011.5,5.7,37.5,0.0,14663.0,21.2,2.9,17.5,14.5,3,outono,0,casa,2008,17,254516.55,medio,alvenaria,22375,True,0.5,0,alagamento,2024-03-26T00:36:26.343346,0.3,3.8000000000000007,0.6715624309912491,0.0,0.0
24.3,25.0,17.2,100.0,1011.3,5.0,328.5,98.2,7830.0,100.0,3.9,24.0,24.3,12,verao,23,casa,2018,7,260326.99,medio,alvenaria,07275,True,0.4,1,alagamento,2024-12-20T23:36:26.343346,0.72,7.800000000000001,-14.914004904720091,158.95495935682436,1085.0229963541424
28.0,29.6,25.0,88.4,1001.0,12.5,12.4,139.3,13445.0,100.0,6.2,27.1,25.7,3,outono,11,casa,2013,12,1461367.75,premium,alvenaria,98443,False,0.35000000000000003,1,alagamento,2024-03-18T11:36:26.343346,0.36,4.600000000000001,7.056250093813446,417.83671228364904,1577.3683031327148
12.5,16.2,9.0,84.9,1012.3,18.2,0.2,42.2,10999.0,100.0,1.1,15.2,9.5,5,outono,22,apartamento,1987,38,89118.97,baixo,alvenaria,81465,True,0.7,0,alagamento,2024-05-18T22:36:26.343346,0.3,7.199999999999999,-2.3501252398486403,116.75667202195254,535.8004307094984
8.8,12.8,3.7,90.0,1005.3,11.6,208.6,0.0,7052.0,17.7,0.1,9.0,6.8,7,inverno,21,apartamento,1999,26,226567.87,medio,alvenaria,01760,True,0.5,0,alagamento,2024-07-19T21:36:26.343346,0.3,9.100000000000001,-2.7571442013857133,0.0,0.0
13.4,18.2,8.7,95.0,1009.8,17.9,262.7,20.0,8114.0,65.2,0.7,13.4,12.4,9,primavera,23,casa,1999,26,700589.17,alto,alvenaria,84951,False,0.5,0,alagamento,2024-09-12T23:36:26.343346,0.23399999999999999,9.5,8.252275327305277,42.428466570774965,280.987991032061
37.0,40.1,30.4,46.0,1014.5,7.1,133.2,0.0,5794.0,39.5,7.9,37.2,26.2,5,outono,10,apartamento,1997,28,206696.56,medio,mista,20422,True,0.5,0,alagamento,2025-05-08T10:36:26.343346,0.3,9.700000000000003,-14.448892620230673,0.0,0.0
31.1,32.2,24.0,85.7,1005.6,8.7,57.3,75.3,13905.0,100.0,6.0,33.2,28.2,1,verao,9,apartamento,1982,43,118966.02,baixo,alvenaria,06130,True,0.7,1,alagamento,2024-01-01T09:36:26.343346,0.9359999999999999,8.200000000000003,5.419041213451439,196.21852347242898,703.0280853572893
3.3,7.3,2.7,78.2,1010.8,7.1,146.4,0.0,14931.0,29.0,0.0,4.5,-1.1,8,inverno,19,apartamento,2008,17,388082.68,medio,alvenaria,90430,True,0.4,0,alagamento,2024-08-16T19:36:26.343346,0.3,4.6,3.54169425658627,0.0,0.0
38.2,41.5,32.8,40.0,1009.6,15.6,187.8,51.9,10573.0,100.0,9.4,37.0,26.2,1,verao,10,kitnet,2005,20,137628.29,baixo,madeira,07818,True,0.55,0,alagamento,2023-01-27T10:36:26.343346,0.3,8.700000000000003,-13.937927055758987,101.86195527304447,235.8644159295473
15.0,19.5,12.8,82.4,1009.4,14.5,244.1,59.4,13696.0,100.0,3.0,15.7,11.4,9,primavera,2,casa,2019,6,226559.58,medio,alvenaria,09207,True,0.4,0,alagamento,2025-09-29T02:36:26.343346,0.3,6.699999999999999,-7.481689582562089,137.36815427910997,902.12073538884
23.5,26.7,16.7,60.3,1023.1,4.8,316.4,0.0,10826.0,44.0,4.1,22.6,15.5,8,inverno,15,casa,1981,44,134522.39,baixo,alvenaria,07204,True,0.8,0,alagamento,2025-08-06T15:36:26.343346,0.3,10.0,6.388818638625251,0.0,0.0
